"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英語","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","設置位置","緯度","経度","高度の種別","高度の値","男性トイレ総数","男性トイレ数（小便器）","男性トイレ数（和式）","男性トイレ数（洋式）","女性トイレ総数","女性トイレ数（和式）","女性トイレ数（洋式）","男女共用トイレ総数","男女共用トイレ数（和式）","男女共用トイレ数（洋式）","バリアフリートイレ数","車椅子使用者用トイレ有無","乳幼児用設備設置トイレ有無","オストメイト設置トイレ有無","利用開始時間","利用終了時間","利用可能時間特記事項","画像","画像_ライセンス","備考"
"131083","131083C00055","江東区","江東区立東雲水辺公園内第一公衆便所","コウトウクリツシノノメミズベコウエンナイダイイチコウシュウベンジョ","Public_toilet_in_Shinonomemizube-Park_KotoCity","131083","","東京都江東区東雲1-9-58","東京都","江東区","東雲1丁目","9-58","","東雲水辺公園内","35.645792","139.800728","","","3","2","1","0","2","1","1","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00056","江東区","江東区立東雲水辺公園内第二公衆便所","コウトウクリツシノノメミズベコウエンナイダイニコウシュウベンジョ","Public_toilet_in_Shinonomemizube-Park_KotoCity","131083","","東京都江東区東雲1-9-58","東京都","江東区","東雲1丁目","9-58","","辰巳さくら橋近く","35.648752","139.805219","","","1","1","0","0","1","1","0","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00057","江東区","江東区立東雲公園内公衆便所","コウトウクリツシノノメコウエンナイコウシュウベンジョ","Public_toilet_in_Shinonome-Park_KotoCity","131083","","東京都江東区東雲2-4-17","東京都","江東区","東雲2丁目","4-17","","江東区立東雲公園内公衆便所","35.645532","139.805685","","","1","1","0","0","1","1","0","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00058","江東区","江東区立東雲二丁目公園内公衆便所","コウトウクリツシノノメニチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Shinonome2-Park_KotoCity","131083","","東京都江東区東雲2-7-6","東京都","江東区","東雲2丁目","7-6","","江東区立東雲二丁目公園内公衆便所","35.642874","139.803949","","","2","1","1","0","1","1","0","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00059","江東区","江東区立東雲駅前公衆便所","コウトウクリツシノノメエキマエコウシュウベンジョ","Public_toilet_in_front_of_Shinonome.Sta._KotoCity","131083","","東京都江東区東雲2-8-6","東京都","江東区","東雲2丁目","8-6","","東雲駅前広場","35.640795","139.804662","","","2","2","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00060","江東区","江東区立辰巳駅前公衆便所","コウトウクリツタツミエキマエコウシュウベンジョ","Public_toilet_in_front_of_Tatsumi.Sta._KotoCity","131083","","東京都江東区辰巳1-1-40","東京都","江東区","辰巳1丁目","1-40","","辰巳駅前広場","35.646838","139.808929","","","3","2","1","0","2","1","1","0","0","0","1","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00061","江東区","江東区立潮見さざなみ公園内公衆便所","コウトウクリツシオミサザナミコウエンナイコウシュウベンジョ","Public_toilet_in_Shiomisazanamii-Park_KotoCity","131083","","東京都江東区潮見1-29-24","東京都","江東区","潮見1丁目","29-24","","潮見さざなみ公園内","35.655190","139.816055","","","3","2","1","0","2","1","1","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00062","江東区","江東区立潮見駅前公衆便所","コウトウクリツシオミエキマエコウシュウベンジョ","Public_toilet_in_front_of_Toyosu.Sta._KotoCity","131083","","東京都江東区潮見2-7-15","東京都","江東区","潮見2丁目","7-15","","潮見駅前広場","35.658886","139.816759","","","4","3","0","1","1","0","1","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00063","江東区","江東区立豊住橋際公衆便所","コウトウクリツトヨズミバシギワコウシュウベンジョ","Public_toilet_at_Toyozumi-Bridge_KotoCity","131083","","東京都江東区千石2-1-6","東京都","江東区","千石2丁目","1-6","","豊住橋北西詰め","35.676485","139.815617","","","3","2","1","0","2","1","1","0","0","0","1","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00064","江東区","江東区立千石公園内公衆便所","コウトウクリツセンゴクコウエンナイコウシュウベンジョ","Public_toilet_in_Sengoku-Park_KotoCity","131083","","東京都江東区千石2-7-4","東京都","江東区","千石2丁目","7-4","","千石公園内","35.679379","139.815534","","","1","1","0","0","0","0","0","1","0","0","1","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00065","江東区","江東区立川南公園内公衆便所","コウトウクリツセンナンコウエンナイコウシュウベンジョ","Public_toilet_in_Sennan-Park_KotoCity","131083","","東京都江東区千石2-9-22","東京都","江東区","千石2丁目","9-22","","川南公園内","35.679028","139.817206","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00066","江東区","江東区立仙台堀川親水公園内第二公衆便所","コウトウクリツセンダイボリガワシンスイコウエンナイダイニコウシュウベンジョ","Public_toilet_in_Sendaiborigawa-Park_KotoCity","131083","","東京都江東区千石3-1-12先","東京都","江東区","千石3丁目","1-12 先","","すっきり館","35.676538","139.818079","","","3","2","1","0","2","2","0","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00067","江東区","江東区立千砂橋際公衆便所","コウトウクリツセンスナバシギワコウシュウベンジョ","Public_toilet_at_Sensuna-Bridge_KotoCity","131083","","東京都江東区千石3-1-46","東京都","江東区","千石3丁目","1-46","","千砂橋南西詰め","35.678399","139.820001","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00068","江東区","江東区立扇橋公園内公衆便所","コウトウクリツオウギバシコウエンナイコウシュウベンジョ","Public_toilet_in_Ougibashi-Park_KotoCity","131083","","東京都江東区石島18-23","東京都","江東区","石島","18-23","","扇橋公園内","35.680601","139.811842","","","1","1","0","0","1","0","1","0","0","0","1","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00069","江東区","江東区立江東公園内公衆便所","コウトウクリツコウトウコウエンナイコウシュウベンジョ","Public_toilet_in_Koto-Park_KotoCity","131083","","東京都江東区千田17-5","東京都","江東区","千田","17-5","","江東公園内","35.682428","139.816412","","","2","2","0","0","0","0","0","2","1","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00070","江東区","江東区立川南海辺公園内公衆便所","コウトウクリツセンナンウミベコウエンナイコウシュウベンジョ","Public_toilet_in_Sennanumibe-Park_KotoCity","131083","","東京都江東区海辺1-3","東京都","江東区","海辺","1-3","","川南海辺公園内","35.680101","139.817360","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00071","江東区","江東区立ボート場内第二公衆便所","コウトウクリツボートジョウナイダイニコウシュウベンジョ","Public_toilet_in_Odaka-BoatYard_KotoCity","131083","","東京都江東区海辺8-16先","東京都","江東区","海辺","8-16 先","","尾高ボート場","35.681260","139.820414","","","1","1","0","0","1","0","0","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00072","江東区","江東区立扇橋際公衆便所","コウトウクリツオウギバシギワコウシュウベンジョ","Public_toilet_at_Ougibashi-Bridge_KotoCity","131083","","東京都江東区扇橋1-17-9","東京都","江東区","扇橋1丁目","17-9","","扇橋北東詰め","35.682845","139.810292","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00073","江東区","江東区立扇橋一丁目児童遊園内公衆便所","コウトウクリツオウギバシイチチョウメジドウユウエンナイコウシュウベンジョ","Public_toilet_in_Ougibashi1-ChildPlaySpace_KotoCity","131083","","東京都江東区扇橋1-20ー先","東京都","江東区","扇橋1丁目","20 ー先","","扇橋一丁目児童遊園内","35.683260","139.810801","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00074","江東区","江東区立扇橋一丁目公園内公衆便所","コウトウクリツオウギバシイチチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Ougibashi1-Park_KotoCity","131083","","東京都江東区扇橋1-21-28","東京都","江東区","扇橋1丁目","21-28","","扇橋一丁目公園内","35.683998","139.811348","","","1","1","0","0","0","0","0","1","0","0","1","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00075","江東区","江東区立岩井橋際公衆便所","コウトウクリツイワイバシギワコウシュウベンジョ","Public_toilet_at_Iwai-Bridge_KotoCity","131083","","東京都江東区扇橋3-7-1","東京都","江東区","扇橋3丁目","7-1","","岩井橋北西詰め","35.682367","139.820547","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00076","江東区","江東区立三島橋公園内公衆便所","コウトウクリツミシマバシコウエンナイコウシュウベンジョ","Public_toilet_in_Mishima-Bridge-Park_KotoCity","131083","","東京都江東区扇橋3-7-16","東京都","江東区","扇橋3丁目","7-16","","三島橋公園内","35.683172","139.820530","","","3","2","1","0","1","1","0","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00077","江東区","江東区立扇橋三丁目公園内公衆便所","コウトウクリツオウギバシサンチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Ougibashi3-Park_KotoCity","131083","","東京都江東区扇橋3-20-11","東京都","江東区","扇橋3丁目","20-11","","扇橋三丁目公園内","35.684014","139.818680","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00078","江東区","江東区立小松橋際児童遊園内公衆便所","コウトウクリツコマツバシギワジドウユウエンナイコウシュウベンジョ","Public_toilet_in_Komatsubashigiwa-ChildPlaySpace_KotoCity","131083","","東京都江東区猿江1-5-18","東京都","江東区","猿江1丁目","5-18","","小松橋際児童遊園内","35.684880","139.812419","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00079","江東区","江東区立猿江一丁目公園内公衆便所","コウトウクリツサルエイチチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Sarue1-Park_KotoCity","131083","","東京都江東区猿江1-11-5","東京都","江東区","猿江1丁目","11-5","","猿江一丁目公園内","35.686457","139.812781","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00080","江東区","江東区立猿江二丁目公園内公衆便所","コウトウクリツサルエニチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Sarue2-Park_KotoCity","131083","","東京都江東区猿江2-3-10","東京都","江東区","猿江2丁目","3-10","","猿江二丁目公園内","35.686046","139.815286","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00081","江東区","江東区立住吉一丁目公園内公衆便所","コウトウクリツスミヨシイチチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Sumiyoshi1-Park_KotoCity","131083","","東京都江東区住吉1-8-13","東京都","江東区","住吉1丁目","8-13","","住吉一丁目公園内","35.687419","139.811797","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00082","江東区","江東区立住利公園内公衆便所","コウトウクリツスミトシコウエンナイコウシュウベンジョ","Public_toilet_in_Sumitoshi-Park_KotoCity","131083","","東京都江東区住吉1-19-20","東京都","江東区","住吉1丁目","19-20","","住利公園内","35.690044","139.812689","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00083","江東区","江東区立猿江公園内公衆便所","コウトウクリツサルエコウエンナイコウシュウベンジョ","Public_toilet_in_Sarue-Park_KotoCity","131083","","東京都江東区住吉2-28-26","東京都","江東区","住吉2丁目","28-26","","野球場近く","35.688923","139.817355","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00084","江東区","江東区立木場二丁目公園内公衆便所","コウトウクリツキバニチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Kiba2-Park_KotoCity","131083","","東京都江東区木場2-11-9先","東京都","江東区","木場2丁目","11-9 先","","木場二丁目公園内","35.670323","139.804398","","","1","1","0","0","0","0","0","0","0","0","0","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00085","江東区","江東区立舟木橋公衆便所","コウトウクリツフナキバシコウシュウベンジョ","Public_toilet_Funaki-Bridge_KotoCity","131083","","東京都江東区木場2-18-14","東京都","江東区","木場2丁目","18-14","","舟木橋北東詰め","35.669672","139.804800","","","2","2","0","0","0","0","0","1","1","0","1","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00086","江東区","江東区立木場橋公衆便所","コウトウクリツキババシコウシュウベンジョ","Public_toilet_Kiba-Bridge_KotoCity","131083","","東京都江東区木場3-2-9","東京都","江東区","木場3丁目","2-9","","木場橋南西詰め","35.672356","139.805020","","","2","2","0","0","0","0","0","2","1","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00087","江東区","江東区立亀居橋公衆便所","コウトウクリツカメイバシコウシュウベンジョ","Public_toilet_Kamei-Bridge_KotoCity","131083","","東京都江東区木場3-17-6","東京都","江東区","木場3丁目","17-6","","三ツ目通り沿い","35.674544","139.806592","","","3","2","1","0","2","1","1","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00088","江東区","江東区立平久公園内公衆便所","コウトウクリツヘイキュウコウエンナイコウシュウベンジョ","Public_toilet_in_Heikyu-Park_KotoCity","131083","","東京都江東区木場6-4-18","東京都","江東区","木場6丁目","4-18","","平久公園内","35.666891","139.807599","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00089","江東区","江東区立木場六丁目児童遊園内公衆便所","コウトウクリツキバロクチョウメジドウユウエンナイコウシュウベンジョ","Public_toilet_in_Kiba6-ChildPlaySpace_KotoCity","131083","","東京都江東区木場6-13-7","東京都","江東区","木場6丁目","13-7","","木場六丁目児童遊園内","35.668219","139.807810","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00090","江東区","江東区立南開橋第二児童遊園内公衆便所","コウトウクリツナンカイバシダイニジドウユウエンナイコウシュウベンジョ","Public_toilet_in_Nankai-Bridge-ChildPlaySpace_KotoCity","131083","","東京都江東区東陽1-21-6","東京都","江東区","東陽1丁目","21-6","","南開橋第二児童遊園内","35.666082","139.811225","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00091","江東区","江東区立東陽一丁目第二公園内公衆便所","コウトウクリツトウヨウイチチョウメダイニコウエンナイコウシュウベンジョ","Public_toilet_in_Toyo1dai2-Park_KotoCity","131083","","東京都江東区東陽1-39-8","東京都","江東区","東陽1丁目","39-8","","東陽一丁目第二公園内","35.665908","139.812546","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00092","江東区","江東区立東陽三丁目公衆便所","コウトウクリツトウヨウサンチョウメコウシュウベンジョ","Public_toilet_Toyo3_KotoCity","131083","","東京都江東区東陽3-20-1先","東京都","江東区","東陽3丁目","20-1 先","","洲崎川緑道公園内","35.668745","139.810921","","","1","1","0","0","0","0","0","1","1","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00093","江東区","江東区立東陽公園内公衆便所","コウトウクリツトウヨウコウエンナイコウシュウベンジョ","Public_toilet_in_Toyo-Park_KotoCity","131083","","東京都江東区東陽3-27-27","東京都","江東区","東陽3丁目","27-27","","東陽公園内","35.669781","139.815615","","","3","2","1","0","1","1","0","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00094","江東区","江東区立横十間川親水公園内生物の楽園際公衆便所","コウトウクリツヨコジュッケンガワシンスイコウエンナイセイブツノラクエンナイコウシュウベンジョ","Public_toilet_in_Yokojyukkengawashinsui-Park_KotoCity","131083","","東京都江東区東陽4-12-16先","東京都","江東区","東陽4丁目","12-16 先","","横十間川親水公園内田んぼ脇","35.674400","139.819411","","","1","1","0","0","0","0","0","1","1","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00095","江東区","江東区立東陽五丁目公園内公衆便所","コウトウクリツトウヨウゴチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Toyo5-Park_KotoCity","131083","","東京都江東区東陽5-29-39","東京都","江東区","東陽5丁目","29-39","","東陽五丁目公園内","35.672688","139.813601","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00096","江東区","江東区立豊住公園内公衆便所","コウトウクリツトヨズミコウエンナイコウシュウベンジョ","Public_toilet_in_Toyozumi-Park_KotoCity","131083","","東京都江東区東陽6-1-13","東京都","江東区","東陽6丁目","1-13","","豊住公園内","35.673684","139.811241","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00097","江東区","江東区立東陽六丁目公衆便所","コウトウクリツトウヨウロクチョウメコウシュウベンジョ","Public_toilet_Kiba6_KotoCity","131083","","東京都江東区東陽6-5-18","東京都","江東区","東陽6丁目","5-18","","大門通り沿い","35.675903","139.812343","","","1","1","0","0","0","0","0","0","0","0","1","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00098","江東区","江東区立亀島橋際公衆便所","コウトウクリツカメジマバシギワコウシュウベンジョ","Public_toilet_at_Kamejima-Bridge_KotoCity","131083","","東京都江東区亀戸1-1-1","東京都","江東区","亀戸1丁目","1-1","","亀島橋北東詰め","35.693537","139.820087","","","1","1","0","0","0","0","0","0","0","0","1","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00099","江東区","江東区立亀戸西公園内公衆便所","コウトウクリツカメイドニシコウエンナイコウシュウベンジョ","Public_toilet_in_Kameidonishi-Park_KotoCity","131083","","東京都江東区亀戸1-9-5","東京都","江東区","亀戸1丁目","9-5","","亀戸西公園内","35.695662","139.822687","","","2","2","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00100","江東区","江東区立亀戸公園内公衆便所","コウトウクリツカメイドコウエンナイコウシュウベンジョ","Public_toilet_in_Kameido-Park_KotoCity","131083","","東京都江東区亀戸1-22-11","東京都","江東区","亀戸1丁目","22-11","","亀戸公園内","35.695483","139.823835","","","2","2","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00101","江東区","江東区立松代橋際公衆便所","コウトウクリツマツシロバシギワコウシュウベンジョ","Public_toilet_at_Matsushiro-Bridge_KotoCity","131083","","東京都江東区亀戸2-1-1先","東京都","江東区","亀戸2丁目","1-1 先","","亀戸水上公園近く","35.697062","139.819670","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00102","江東区","江東区立文泉公園内公衆便所","コウトウクリツブンセンコウエンナイコウシュウベンジョ","Public_toilet_in_Bunsen-Park_KotoCity","131083","","東京都江東区亀戸2-4-13","東京都","江東区","亀戸2丁目","4-13","","文泉公園内","35.698120","139.821991","","","2","2","0","0","0","0","0","0","1","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00103","江東区","江東区立亀戸駅前公園内公衆便所","コウトウクリツカメイドエキマエコウエンナイコウシュウベンジョ","Public_toilet_in_Kameidoekimae-Park_KotoCity","131083","","東京都江東区亀戸2-21-9","東京都","江東区","亀戸2丁目","21-9","","亀戸駅前公園内","35.698046","139.824978","","","5","3","1","1","2","1","1","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00104","江東区","江東区立亀戸二丁目公園内公衆便所","コウトウクリツカメイドニチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Kameido2-Park_KotoCity","131083","","東京都江東区亀戸2-33-2","東京都","江東区","亀戸2丁目","33-2","","亀戸二丁目公園内","35.700009","139.823481","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00105","江東区","江東区立亀戸天神際公衆便所","コウトウクリツカメイドテンジンギワコウシュウベンジョ","Public_toilet_Kameido-Tenjin-Shrine_KotoCity","131083","","東京都江東区亀戸3-6-39","東京都","江東区","亀戸3丁目","6-39","","亀戸天神内","35.702109","139.821153","","","2","2","0","0","0","0","0","3","2","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00106","江東区","江東区立亀戸三丁目児童遊園内公衆便所","コウトウクリツカメイドサンチョウメジドウユウエンナイコウシュウベンジョ","Public_toilet_in_Kameido3-ChildPlaySpace_KotoCity","131083","","東京都江東区亀戸3-12-10","東京都","江東区","亀戸3丁目","12-10","","亀戸三丁目児童遊園内","35.704212","139.819434","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00107","江東区","江東区立亀戸三丁目第二公衆便所","コウトウクリツカメイドサンチョウメダイニコウシュウベンジョ","Public_toilet_Kameido3-dai2_KotoCity","131083","","東京都江東区亀戸3-36-20","東京都","江東区","亀戸3丁目","36-20","","亀島小記念公園内","35.706783","139.819352","","","2","2","0","0","1","0","1","0","0","0","0","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00108","江東区","江東区立亀島公園内公衆便所","コウトウクリツカメジマコウエンナイコウシュウベンジョ","Public_toilet_in_Kamejima-Park_KotoCity","131083","","東京都江東区亀戸3-39-16","東京都","江東区","亀戸3丁目","39-16","","亀島公園内","35.705552","139.822649","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00109","江東区","江東区立亀戸三丁目公衆便所","コウトウクリツカメイドサンチョウメコウシュウベンジョ","Public_toilet_Kameido3_KotoCity","131083","","東京都江東区亀戸3-57-22","東京都","江東区","亀戸3丁目","57-22","","香取神社前","35.703454","139.825046","","","2","2","0","0","0","0","1","0","0","0","1","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00110","江東区","江東区立亀戸三丁目公園内公衆便所","コウトウクリツカメイドサンチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Kameido3-Park_KotoCity","131083","","東京都江東区亀戸3-59-8","東京都","江東区","亀戸3丁目","59-8","","亀戸三丁目公園内","35.703153","139.823967","","","1","1","0","0","0","0","0","1","1","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00111","江東区","江東区立香取公園内公衆便所","コウトウクリツカトリコウエンナイコウシュウベンジョ","Public_toilet_in_Katori-Park_KotoCity","131083","","東京都江東区亀戸4-27-6","東京都","江東区","亀戸4丁目","27-6","","香取公園内","35.703529","139.827191","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00112","江東区","江東区立水神公園内公衆便所","コウトウクリツスイジンコウエンナイコウシュウベンジョ","Public_toilet_in_Suijin-Park_KotoCity","131083","","東京都江東区亀戸4-45-6","東京都","江東区","亀戸4丁目","45-6","","水神公園内","35.702121","139.829417","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00113","江東区","江東区立亀戸五丁目公園内公衆便所","コウトウクリツカメイドゴチョウメコウエンナイコウシュウベンジョ","Public_toilet_in_Kameido5-Park_KotoCity","131083","","東京都江東区亀戸5-24-4","東京都","江東区","亀戸5丁目","24-4","","亀戸五丁目公園内","35.700155","139.828820","","","1","1","0","0","0","1","0","0","0","0","1","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00114","江東区","江東区立亀戸五丁目第二公園内公衆便所","コウトウクリツカメイドゴチョウメダイニコウエンナイコウシュウベンジョ","Public_toilet_in_Kameido5dai2-Park_KotoCity","131083","","東京都江東区亀戸5-33-4","東京都","江東区","亀戸5丁目","33-4","","亀戸五丁目第二公園内","35.698368","139.830160","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00115","江東区","江東区立亀戸南公園内公衆便所","コウトウクリツカメイドミナミコウエンナイコウシュウベンジョ","Public_toilet_in_Kameidominami-Park_KotoCity","131083","","東京都江東区亀戸6-18-1","東京都","江東区","亀戸6丁目","18-1","","亀戸南公園内","35.695171","139.827851","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00116","江東区","江東区立竪川第二公園内公衆便所","コウトウクリツタテカワダイニコウエンナイコウシュウベンジョ","Public_toilet_in_Tatekawadai2-Park_KotoCity","131083","","東京都江東区亀戸6-35-3","東京都","江東区","亀戸6丁目","35-3","","竪川第二公園内","35.694587","139.829870","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00117","江東区","江東区立亀戸平岩公園内公衆便所","コウトウクリツタテカワヒライワコウエンナイコウシュウベンジョ","Public_toilet_in_Kameidohiraiwa-Park_KotoCity","131083","","東京都江東区亀戸6-47-12","東京都","江東区","亀戸6丁目","47-12","","亀戸平岩公園内","35.694349","139.831937","","","2","2","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00118","江東区","江東区立亀戸東公園内公衆便所","コウトウクリツカメイドヒガシコウエンナイコウシュウベンジョ","Public_toilet_in_Kameidohigashi-Park_KotoCity","131083","","東京都江東区亀戸7-8-13","東京都","江東区","亀戸7丁目","8-13","","亀戸東公園内","35.696588","139.833881","","","1","1","0","0","1","1","0","0","0","0","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00119","江東区","江東区立亀戸七丁目北公園内公衆便所","コウトウクリツカメイドナナチョウメキタコウエンナイコウシュウベンジョ","Public_toilet_in_Kameido7kita-Park_KotoCity","131083","","東京都江東区亀戸7-15-5","東京都","江東区","亀戸7丁目","15-5","","亀戸七丁目北公園内","35.697927","139.835447","","","1","1","0","0","0","0","0","0","0","0","1","有","無","有","00:00:00","23:59:00","","","",""
"131083","131083C00120","江東区","江東区立亀戸七丁目南公園内公衆便所","コウトウクリツカメイドナナチョウメミナミコウエンナイコウシュウベンジョ","Public_toilet_in_Kameido7minami-Park_KotoCity","131083","","東京都江東区亀戸7-40-2","東京都","江東区","亀戸7丁目","40-2","","亀戸七丁目南公園内","35.696157","139.837881","","","1","1","0","0","0","0","0","0","0","0","1","有","有","有","00:00:00","23:59:00","","","",""
"131083","131083C00121","江東区","江東区立亀戸七丁目西公園内公衆便所","コウトウクリツカメイドナナチョウメニシコウエンナイコウシュウベンジョ","Public_toilet_in_Kameido7nishi-Park_KotoCity","131083","","東京都江東区亀戸7-42-5","東京都","江東区","亀戸7丁目","42-5","","亀戸七丁目西公園内","35.696908","139.835240","","","1","1","0","0","0","0","0","1","0","1","0","無","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00122","江東区","江東区立亀戸七丁目公衆便所","コウトウクリツカメイドナナチョウメコウシュウベンジョ","Public_toilet_Kameido7_KotoCity","131083","","東京都江東区亀戸7-52-17","東京都","江東区","亀戸7丁目","52-17","","昭和橋北側","35.694340","139.837132","","","2","2","0","0","0","0","0","1","1","1","0","有","無","無","00:00:00","23:59:00","","","",""
"131083","131083C00123","江東区","江東区立八千代児童遊園内公衆便所","コウトウクリツヤチヨジドウユウエンナイコウシュウベンジョ","Public_toilet_in_Yachiyo-ChildPlaySpace_KotoCity","131083","","東京都江東区亀戸8-6-6","東京都","江東区","亀戸8丁目","6-6","","八千代児童遊園内","35.699536","139.833722","","","1","1","0","0","0","0","0","0","0","0","0","有","無","有","00:00:00","23:59:00","","","",""
