管理者種別番号,鉄道駅通し番号,鉄道駅内トイレ通し番号,鉄道会社名,路線名,鉄道駅名,都道府県,市区町村・番地,ビル建物名,トイレ名,設置フロア,経度,緯度,座標系,性別の分け,トイレへの誘導路として点字ブロックを敷設している,トイレの位置等を音声で案内している,戸の形式,車椅子が出入りできる（出入口の有効幅員80cm以上）,車椅子が転回できる（直径150cm以上の円が内接できる）,便座に背もたれがある,便座に手すりがある,オストメイト用設備がある,オストメイト用設備が温水対応している,大型ベッドを備えている,乳幼児用おむつ交換台等を備えている,乳幼児用椅子を備えている,非常用呼び出しボタンを設置している,月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,祝日,その他,写真データ（トイレの入り口）,写真データ（トイレ内）,写真データ（トイレ内（別角度））,備考,データの作成年月,データの変更年月,データの削除年月
10,81,2,東京地下鉄,2号線日比谷線,仲御徒町,東京都,台東区上野5丁目24番12号,,バリアフリートイレ,B2F,139.776295,35.706584,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_081_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_081_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_081_02_3.jpg,,202011,202401,
10,82,1,東京地下鉄,8号線有楽町線,新富町,東京都,中央区築地1丁目1番1号,,バリアフリートイレ,B1F,139.77403,35.670397,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_082_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_082_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_082_01_3.jpg,,201901,202401,
10,83,1,東京地下鉄,5号線東西線,神楽坂,東京都,新宿区矢来町112番地,,バリアフリートイレ,B1F,139.7357,35.70371,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_083_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_083_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_083_01_3.jpg,,201901,202401,
10,83,2,東京地下鉄,5号線東西線,神楽坂,東京都,新宿区矢来町112番地,,バリアフリートイレ,B2F,139.7332,35.70417,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_083_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_083_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_083_02_3.jpg,,201901,202401,
10,84,1,東京地下鉄,13号線副都心線,東新宿,東京都,新宿区新宿7丁目27番11号,,バリアフリートイレ,B4F,139.7079,35.70005,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_084_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_084_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_084_01_3.jpg,,201901,202401,
10,84,2,東京地下鉄,13号線副都心線,東新宿,東京都,新宿区新宿7丁目27番11号,,バリアフリートイレ,B4F,139.7079,35.70004,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_084_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_084_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_084_02_3.jpg,,201901,202401,
10,85,1,東京地下鉄,7号線南北線,駒込,東京都,北区西ケ原2丁目3番8号,,バリアフリートイレ,B1F,139.7466,35.7367,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_085_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_085_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_085_01_3.jpg,,201901,202401,
10,85,2,東京地下鉄,7号線南北線,駒込,東京都,北区西ケ原2丁目3番8号,,バリアフリートイレ,B1F,139.7467,35.73588,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_085_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_085_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_085_02_3.jpg,,201901,202401,
10,86,1,東京地下鉄,8号線有楽町線,氷川台,東京都,練馬区氷川台3丁目38番18号,,バリアフリートイレ,B2F,139.66534,35.749707,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_086_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_086_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_086_01_3.jpg,,201901,202401,
10,87,1,東京地下鉄,8号線有楽町線,要町,東京都,豊島区要町1丁目1番10号,,バリアフリートイレ,B1F,139.69774,35.733393,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_087_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_087_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_087_01_3.jpg,,201901,202401,
10,87,2,東京地下鉄,8号線有楽町線,要町,東京都,豊島区要町1丁目1番10号,,バリアフリートイレ,B1F,139.69982,35.733106,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_087_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_087_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_087_02_3.jpg,,201901,202401,
10,88,1,東京地下鉄,2号線日比谷線,三ノ輪,東京都,台東区根岸5丁目19番6号,,バリアフリートイレ,1F,139.7921,35.73018,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_088_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_088_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_088_01_3.jpg,,201901,202401,
10,88,2,東京地下鉄,2号線日比谷線,三ノ輪,東京都,台東区根岸5丁目19番6号,,バリアフリートイレ,B1F,139.7908,35.72919,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_088_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_088_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_088_02_3.jpg,,201901,202401,
10,89,1,東京地下鉄,2号線日比谷線,小伝馬町,東京都,中央区日本橋小伝馬町11番1号,,バリアフリートイレ,B1F,139.7787,35.69084,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_089_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_089_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_089_01_3.jpg,,201901,202401,
10,90,1,東京地下鉄,8号線有楽町線,千川,東京都,豊島区要町3丁目10番7号,,バリアフリートイレ,B2F,139.68922,35.738455,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_090_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_090_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_090_01_3.jpg,,201901,202401,
10,91,1,東京地下鉄,8号線有楽町線,銀座一丁目,東京都,中央区銀座1丁目7番12号,,バリアフリートイレ,B1F,139.7666,35.674632,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_091_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_091_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_091_01_3.jpg,,201901,202401,
10,92,1,東京地下鉄,13号線副都心線,西早稲田,東京都,新宿区戸山3丁目18番2号,,バリアフリートイレ,B1F,139.7089,35.70641,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_01_3.jpg,,201901,202401,
10,92,2,東京地下鉄,13号線副都心線,西早稲田,東京都,新宿区戸山3丁目18番2号,,バリアフリートイレ,B1F,139.7089,35.70643,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_02_3.jpg,,201901,202401,
10,92,3,東京地下鉄,13号線副都心線,西早稲田,東京都,新宿区戸山3丁目18番2号,,バリアフリートイレ,B1F,139.7093,35.70883,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_03_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_03_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_03_3.jpg,,201901,202401,
10,92,4,東京地下鉄,13号線副都心線,西早稲田,東京都,新宿区戸山3丁目18番2号,,バリアフリートイレ,B1F,139.7093,35.70878,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_04_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_04_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_092_04_3.jpg,,201901,202401,
10,93,1,東京地下鉄,8号線有楽町線/13号線副都心線,地下鉄赤塚,東京都,練馬区北町8丁目37番16号,,バリアフリートイレ,B1F,139.64455,35.769662,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_093_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_093_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_093_01_3.jpg,,201901,202401,
10,94,1,東京地下鉄,4号線丸ノ内線,新高円寺,東京都,杉並区高円寺南2丁目20番1号,,バリアフリートイレ,B1F,139.648,35.69788,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_094_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_094_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_094_01_3.jpg,,201901,202401,
10,94,2,東京地下鉄,4号線丸ノ内線,新高円寺,東京都,杉並区高円寺南2丁目20番1号,,バリアフリートイレ,B1F,139.6487,35.69781,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_094_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_094_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_094_02_3.jpg,,201901,202401,
10,95,1,東京地下鉄,4号線丸ノ内線分岐線,方南町,東京都,杉並区堀ノ内1丁目1番1号,,バリアフリートイレ,B2F,139.6565,35.68333,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_095_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_095_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_095_01_3.jpg,,201901,202401,
10,96,1,東京地下鉄,4号線丸ノ内線,東高円寺,東京都,杉並区和田3丁目55番42号,,バリアフリートイレ,B1F,139.6582,35.69804,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_096_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_096_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_096_01_3.jpg,,201901,202401,
10,97,1,東京地下鉄,4号線丸ノ内線,新中野,東京都,中野区中央4丁目2番15号,,バリアフリートイレ,B1F,139.6681,35.69741,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_097_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_097_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_097_01_3.jpg,,201901,202401,
10,98,1,東京地下鉄,9号線千代田線,湯島,東京都,文京区湯島3丁目47番10号,,バリアフリートイレ,B1F,139.76982,35.708495,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_098_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_098_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_098_01_3.jpg,,201901,202401,
10,99,1,東京地下鉄,7号線南北線,王子神谷,東京都,北区王子5丁目2番11号,,バリアフリートイレ,B1F,139.7358,35.76437,JGD2011,共用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_099_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_099_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_099_01_3.jpg,,201901,202401,
10,100,1,東京地下鉄,9号線千代田線,二重橋前,東京都,千代田区丸の内2丁目3番1号,,バリアフリートイレ,B1F,139.76203,35.681488,JGD2011,共用,×,×,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_100_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_100_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_100_01_3.jpg,,201901,202401,
10,101,1,東京地下鉄,2号線日比谷線,入谷,東京都,台東区下谷2丁目15番1号,,バリアフリートイレ,B1F,139.785,35.72145,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_101_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_101_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_101_01_3.jpg,,201901,202401,
10,101,2,東京地下鉄,2号線日比谷線,入谷,東京都,台東区下谷2丁目15番1号,,バリアフリートイレ,B1F,139.7846,35.72061,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_101_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_101_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_101_02_3.jpg,,201901,202401,
10,102,1,東京地下鉄,3号線銀座線,田原町,東京都,台東区西浅草1丁目1番18号,,バリアフリートイレ,B1F,139.790422,35.70981,JGD2011,共用,×,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_102_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_102_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_102_01_3.jpg,,201901,202401,
10,102,2,東京地下鉄,3号線銀座線,田原町,東京都,台東区西浅草1丁目1番18号,,バリアフリートイレ,B1F,139.790587,35.710009,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_102_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_102_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_102_02_3.jpg,,201901,202401,
10,103,1,東京地下鉄,8号線有楽町線,辰巳,東京都,江東区辰巳1丁目1番44号,,バリアフリートイレ,B2F,139.80996,35.646041,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_103_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_103_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_103_01_3.jpg,,201901,202401,
10,104,1,東京地下鉄,9号線千代田線,北綾瀬,東京都,足立区谷中2丁目6番21号,,バリアフリートイレ,1F,139.832055,35.777149,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_104_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_104_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_104_01_3.jpg,,201901,202401,
10,104,2,東京地下鉄,9号線千代田線,北綾瀬,東京都,足立区谷中2丁目6番21号,,バリアフリートイレ,2F,139.832073,35.775938,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_104_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_104_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_104_02_3.jpg,,201911,202401,
10,105,1,東京地下鉄,2号線日比谷線,南千住,東京都,荒川区南千住4丁目3番1号,,バリアフリートイレ,1F,139.7992,35.73282,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_105_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_105_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_105_01_3.jpg,,201901,202401,
10,106,1,東京地下鉄,7号線南北線,東大前,東京都,文京区向丘1丁目19番2号,,バリアフリートイレ,B1F,139.7583,35.7171,JGD2011,共用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_106_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_106_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_106_01_3.jpg,,201901,202401,
10,107,1,東京地下鉄,9号線千代田線,根津,東京都,文京区根津1丁目3番5号,,バリアフリートイレ,B1F,139.76625,35.716791,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_107_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_107_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_107_01_3.jpg,,201901,202401,
10,107,2,東京地下鉄,9号線千代田線,根津,東京都,文京区根津1丁目3番5号,,バリアフリートイレ,B1F,139.76502,35.717934,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_107_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_107_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_107_02_3.jpg,,201901,202401,
10,108,1,東京地下鉄,9号線千代田線,千駄木,東京都,文京区千駄木3丁目36番7号,,バリアフリートイレ,B1F,139.76291,35.724855,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_108_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_108_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_108_01_3.jpg,,201901,202401,
10,108,2,東京地下鉄,9号線千代田線,千駄木,東京都,文京区千駄木3丁目36番7号,,バリアフリートイレ,B1F,139.76337,35.726163,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_108_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_108_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_108_02_3.jpg,,201901,202401,
10,109,1,東京地下鉄,9号線千代田線,代々木公園,東京都,渋谷区富ケ谷1丁目3番9号,,バリアフリートイレ,B1F,139.69108,35.668954,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_109_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_109_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/10_109_01_3.jpg,,201901,202401,
